client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
O-20240408-080959-001-000-11,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,SELL,9.391,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240408-080959-001-000-4,['O-20240408-080959-001-000-12'],O-20240408-080959-001-000-10,,,,"['rfvg-a-0005903', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",2a98d4d0-8d71-4a15-9f43-926597602733,1712563799999000000,1712564159999000000,70583.4,DEFAULT
O-20240408-080959-001-000-12,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,SELL,9.391,71388.0,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240408-080959-001-000-4,['O-20240408-080959-001-000-11'],O-20240408-080959-001-000-10,,,,"['rfvg-a-0005903', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",60ac3ed8-cd6d-4e91-ab74-eb5c253314db,1712563799999000000,1712564159999000000,,
O-20240409-064459-001-000-13,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-013,,BINANCE-001,,LIMIT,SELL,7.967,71045.2,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240409-064459-001-000-5,"['O-20240409-064459-001-000-14', 'O-20240409-064459-001-000-15']",,,,,"['rfvg-a-0006445', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",b89b9a80-489d-462b-91a4-33cf326ca46c,1712645099999000000,1712646299999000000,,
O-20240409-064459-001-000-14,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,7.967,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240409-064459-001-000-5,['O-20240409-064459-001-000-15'],O-20240409-064459-001-000-13,,,,"['rfvg-a-0006445', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",983c934d-94bd-485d-bc87-6a664247b12f,1712645099999000000,1712646299999000000,71336.1,DEFAULT
O-20240409-064459-001-000-15,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,7.967,69296.6,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240409-064459-001-000-5,['O-20240409-064459-001-000-14'],O-20240409-064459-001-000-13,,,,"['rfvg-a-0006445', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",6d28cf6d-2016-41fc-b752-6be730b60a37,1712645099999000000,1712646299999000000,,
O-20240409-224459-001-000-16,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-016,BINANCE-1-001,BINANCE-001,T-23ebfca8f7fc99cc-62513,LIMIT,BUY,15.890,69376.6,GTC,,15.890,MAKER,69361.1,-15.5,['661.28872740 USDT'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20240409-224459-001-000-6,"['O-20240409-224459-001-000-17', 'O-20240409-224459-001-000-18']",,,,,"['rfvg-a-0006829', 'RANGE_ACCEPTANCE_FVG', 'LONG', 'FVG_LIMIT_ENTRY']",3f272d79-c556-45c9-b08f-8173275f66a1,1712702699999000000,1712703119999000000,,
O-20240409-224459-001-000-17,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-017,BINANCE-1-001,BINANCE-001,T-3e49f6a02e503d47-62562,STOP_MARKET,SELL,15.890,,GTC,,15.890,TAKER,69263.0,8.19999999999709,['660.35344200 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240409-224459-001-000-6,['O-20240409-224459-001-000-18'],O-20240409-224459-001-000-16,,,,"['rfvg-a-0006829', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",f4c674a6-cf5d-4bc4-a9e3-e54db152c50d,1712702699999000000,1712704019999000000,69271.2,DEFAULT
O-20240409-224459-001-000-18,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-018,BINANCE-1-001,BINANCE-001,,LIMIT,SELL,15.890,71048.3,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240409-224459-001-000-6,['O-20240409-224459-001-000-17'],O-20240409-224459-001-000-16,,,,"['rfvg-a-0006829', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",6a014143-5bd0-442f-a4b1-c3f50057c3b3,1712702699999000000,1712704019999000000,,
O-20240410-020959-001-000-19,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-019,BINANCE-1-002,BINANCE-001,T-2208698caba81ac4-63272,LIMIT,BUY,9.116,69349.5,GTC,,9.116,MAKER,69328.0,-21.5,['379.19642880 USDT'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20240410-020959-001-000-7,"['O-20240410-020959-001-000-20', 'O-20240410-020959-001-000-21']",,,,,"['rfvg-a-0006911', 'RANGE_ACCEPTANCE_FVG', 'LONG', 'FVG_LIMIT_ENTRY']",d2a7aaf0-8c04-4034-a654-5ccc88f014cd,1712714999999000000,1712715359999000000,,
O-20240410-020959-001-000-20,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-020,BINANCE-1-002,BINANCE-001,T-d06aca9540bddb4e-63288,STOP_MARKET,SELL,9.116,,GTC,,9.116,TAKER,69081.79999999999,31.40000000000873,['377.84981328 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240410-020959-001-000-7,['O-20240410-020959-001-000-21'],O-20240410-020959-001-000-19,,,,"['rfvg-a-0006911', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",1f19d043-4282-4d44-8b6c-3fcc2a47df42,1712714999999000000,1712715599999000000,69113.2,DEFAULT
O-20240410-020959-001-000-21,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-021,BINANCE-1-002,BINANCE-001,,LIMIT,SELL,9.116,71048.3,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240410-020959-001-000-7,['O-20240410-020959-001-000-20'],O-20240410-020959-001-000-19,,,,"['rfvg-a-0006911', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",a067de8a-7a90-48cb-aeef-1a1d5d8893e2,1712714999999000000,1712715599999000000,,
O-20240410-080959-001-000-22,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-022,BINANCE-1-003,BINANCE-001,T-2e3f6443ec7f31fe-64591,LIMIT,SELL,8.614,69189.0,GTC,,8.614,MAKER,69241.5,-52.5,['357.86776860 USDT'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20240410-080959-001-000-8,"['O-20240410-080959-001-000-23', 'O-20240410-080959-001-000-24']",,,,,"['rfvg-a-0007055', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",f2a49195-9be2-465c-9167-68067a4c24ac,1712736599999000000,1712737259999000000,,
O-20240410-080959-001-000-23,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-023,BINANCE-1-003,BINANCE-001,,STOP_MARKET,BUY,8.614,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240410-080959-001-000-8,['O-20240410-080959-001-000-24'],O-20240410-080959-001-000-22,,,,"['rfvg-a-0007055', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",68814013-f207-4242-bd0e-64299a47bd20,1712736599999000000,1712751599999000000,69433.4,DEFAULT
O-20240410-080959-001-000-24,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-024,BINANCE-1-003,BINANCE-001,,LIMIT,BUY,8.614,68514.0,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240410-080959-001-000-8,['O-20240410-080959-001-000-23'],O-20240410-080959-001-000-22,,,,"['rfvg-a-0007055', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",a75096a0-1015-40bf-a1ef-275ac87d1668,1712736599999000000,1712751599999000000,,
O-20240410-121959-001-000-25,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-025,BINANCE-1-003,BINANCE-001,T-0c2f27e9102f216f-65479,MARKET,BUY,8.614,,GTC,,8.614,TAKER,68996.9,0.0,['356.60357796 USDT'],FILLED,,True,False,,NO_TRIGGER,,NO_CONTINGENCY,,,,,,,,bce39cc9-5203-425b-9c88-0215f1536a26,1712751599999000000,1712751599999000000,,
O-20240410-123959-001-000-26,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-026,,BINANCE-001,,LIMIT,SELL,5.039,68544.2,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240410-123959-001-000-9,"['O-20240410-123959-001-000-27', 'O-20240410-123959-001-000-28']",,,,,"['rfvg-a-0007163', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",d6c8631a-dd2c-48a6-b79b-5d5f9faaf5a5,1712752799999000000,1712753999999000000,,
O-20240410-123959-001-000-27,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,5.039,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240410-123959-001-000-9,['O-20240410-123959-001-000-28'],O-20240410-123959-001-000-26,,,,"['rfvg-a-0007163', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",8da5880b-8715-49eb-9e05-be6a2ae9c7d2,1712752799999000000,1712753999999000000,69030.0,DEFAULT
O-20240410-123959-001-000-28,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,5.039,67525.0,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240410-123959-001-000-9,['O-20240410-123959-001-000-27'],O-20240410-123959-001-000-26,,,,"['rfvg-a-0007163', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",46aa4182-c4a4-41e7-ab66-8164ebe29fa0,1712752799999000000,1712753999999000000,,
O-20240410-172959-001-000-29,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-029,BINANCE-1-004,BINANCE-001,T-2af8d422cb8f68b4-66682,LIMIT,BUY,7.545,69517.1,GTC,,7.545,MAKER,69464.0,-53.10000000000582,['314.46352800 USDT'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20240410-172959-001-000-10,"['O-20240410-172959-001-000-30', 'O-20240410-172959-001-000-31']",,,,,"['rfvg-a-0007279', 'RANGE_ACCEPTANCE_FVG', 'LONG', 'FVG_LIMIT_ENTRY']",1e048867-89e5-48a7-b825-6f57d8120448,1712770199999000000,1712770379999000000,,
O-20240410-172959-001-000-30,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-030,BINANCE-1-004,BINANCE-001,T-f0f36ddf0d400f60-66734,STOP_MARKET,SELL,7.545,,GTC,,7.545,TAKER,69154.8,66.0,['313.06377960 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20240410-172959-001-000-10,['O-20240410-172959-001-000-31'],O-20240410-172959-001-000-29,,,,"['rfvg-a-0007279', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",acd18bec-f61f-4226-a9dc-397f376db8e7,1712770199999000000,1712771159999000000,69220.8,DEFAULT
O-20240410-172959-001-000-31,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-031,BINANCE-1-004,BINANCE-001,,LIMIT,SELL,7.545,71048.3,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240410-172959-001-000-10,['O-20240410-172959-001-000-30'],O-20240410-172959-001-000-29,,,,"['rfvg-a-0007279', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",b38f1918-9904-4b88-ae31-8482f803fe11,1712770199999000000,1712771159999000000,,
O-20240411-114459-001-000-32,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-032,,BINANCE-001,,LIMIT,SELL,11.082,70448.6,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240411-114459-001-000-11,"['O-20240411-114459-001-000-33', 'O-20240411-114459-001-000-34']",,,,,"['rfvg-a-0007717', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",97ac3523-0f2b-4a29-bfcd-5ae7358d5569,1712835899999000000,1712837099999000000,,
O-20240411-114459-001-000-33,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,11.082,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240411-114459-001-000-11,['O-20240411-114459-001-000-34'],O-20240411-114459-001-000-32,,,,"['rfvg-a-0007717', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",8d3878d7-86ce-4005-95e2-562f01b9a83b,1712835899999000000,1712837099999000000,70614.3,DEFAULT
O-20240411-114459-001-000-34,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,11.082,69613.4,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240411-114459-001-000-11,['O-20240411-114459-001-000-33'],O-20240411-114459-001-000-32,,,,"['rfvg-a-0007717', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",0472bd4d-9860-47b4-8338-ea6293550814,1712835899999000000,1712837099999000000,,
O-20240412-124459-001-000-35,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-035,,BINANCE-001,,LIMIT,SELL,10.231,70716.1,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240412-124459-001-000-12,"['O-20240412-124459-001-000-36', 'O-20240412-124459-001-000-37']",,,,,"['rfvg-a-0008317', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",c3ec486b-f8e2-438d-aafe-8c706adcc744,1712925899999000000,1712927099999000000,,
O-20240412-124459-001-000-36,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,10.231,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240412-124459-001-000-12,['O-20240412-124459-001-000-37'],O-20240412-124459-001-000-35,,,,"['rfvg-a-0008317', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",3fb7087a-d24a-4ae1-9e5f-64b6ce99c7ad,1712925899999000000,1712927099999000000,70902.3,DEFAULT
O-20240412-124459-001-000-37,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,10.231,70044.4,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240412-124459-001-000-12,['O-20240412-124459-001-000-36'],O-20240412-124459-001-000-35,,,,"['rfvg-a-0008317', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",dbe6d16f-8af5-4989-a6b4-c3fb92fdc59e,1712925899999000000,1712927099999000000,,
O-20240412-144459-001-000-38,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-038,,BINANCE-001,,LIMIT,SELL,8.213,69734.3,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240412-144459-001-000-13,"['O-20240412-144459-001-000-39', 'O-20240412-144459-001-000-40']",,,,,"['rfvg-a-0008365', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",85677be8-7834-4dc3-bd8c-762de3d814ba,1712933099999000000,1712934299999000000,,
O-20240412-144459-001-000-39,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,8.213,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240412-144459-001-000-13,['O-20240412-144459-001-000-40'],O-20240412-144459-001-000-38,,,,"['rfvg-a-0008365', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",61cc1bba-7d4b-4592-acab-a31f595d81a3,1712933099999000000,1712934299999000000,69988.3,DEFAULT
O-20240412-144459-001-000-40,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,8.213,68585.0,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240412-144459-001-000-13,['O-20240412-144459-001-000-39'],O-20240412-144459-001-000-38,,,,"['rfvg-a-0008365', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",7c24414d-a491-4e36-9b5b-cf177b2eb564,1712933099999000000,1712934299999000000,,
O-20240412-161959-001-000-41,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-041,,BINANCE-001,,LIMIT,SELL,7.852,69366.8,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20240412-161959-001-000-14,"['O-20240412-161959-001-000-42', 'O-20240412-161959-001-000-43']",,,,,"['rfvg-a-0008403', 'RANGE_ACCEPTANCE_FVG', 'SHORT', 'FVG_LIMIT_ENTRY']",a317a927-c674-4676-90d1-47966d739930,1712938799999000000,1712939999999000000,,
O-20240412-161959-001-000-42,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,STOP_MARKET,BUY,7.852,,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20240412-161959-001-000-14,['O-20240412-161959-001-000-43'],O-20240412-161959-001-000-41,,,,"['rfvg-a-0008403', 'RANGE_ACCEPTANCE_FVG', 'STRUCTURAL_INVALIDATION']",e61ed460-646e-4d49-b348-29f58799ef40,1712938799999000000,1712939999999000000,69636.8,DEFAULT
O-20240412-161959-001-000-43,BACKTESTER-001,RangeFVGStrategy-000,BTCUSDT-PERP.BINANCE,,,BINANCE-001,,LIMIT,BUY,7.852,68585.0,GTC,,0.000,NO_LIQUIDITY_SIDE,,,,CANCELED,False,True,False,,NO_TRIGGER,,OUO,OL-20240412-161959-001-000-14,['O-20240412-161959-001-000-42'],O-20240412-161959-001-000-41,,,,"['rfvg-a-0008403', 'RANGE_ACCEPTANCE_FVG', 'EXTERNAL_LIQUIDITY_TARGET']",bfbe55b4-410b-4089-8ee3-41a13059a9fe,1712938799999000000,1712939999999000000,,
