event_ts,entry_ts,exit_ts,symbol,route,direction,horizon_minutes,route_priority,ten_second_imbalance,imbalance_threshold,confirmation_return,confirmation_pressure,confirmation_body_fraction,recent_flow_direction_agreement,public_state_direction,entry_price,event_minute_high,event_minute_low,outcome_origin,rank_value,gross_return
2025-02-08 19:45:00+00:00,2025-02-08 19:46:00+00:00,2025-02-08 23:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.800518298971292,0.6391364507507423,-0.000414507772020678,-0.7093977333477666,0.9975062344138202,0.5833333333333334,0.0,96460.0,96520.1,96460.0,EVENT_MINUTE_FINAL_TRADE,3.19293747019974,-0.0013363052042296708
2025-02-08 20:45:00+00:00,2025-02-08 20:46:00+00:00,2025-02-09 00:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9117277041919956,0.651445846003984,0.0002158144244965854,0.2735134120377183,0.8062015503870548,0.4166666666666667,0.0,96399.9,96400.0,96374.2,EVENT_MINUTE_FINAL_TRADE,2.8125433842822005,0.00025726167765727226
2025-02-08 22:30:00+00:00,2025-02-08 22:31:00+00:00,2025-02-09 02:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8670952626949153,0.6532061186901661,-0.0002444519253179678,-0.9237474908414878,0.9915966386555854,0.4166666666666667,0.0,96518.9,96542.6,96518.8,EVENT_MINUTE_FINAL_TRADE,3.586118834828517,-0.002158126543091665
2025-04-22 07:30:00+00:00,2025-04-22 07:31:00+00:00,2025-04-22 11:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7021197556316316,0.6634833910123947,0.0004112764525536772,0.5552607601612016,0.997252747252588,0.4166666666666667,0.0,88298.1,88298.1,88245.2,EVENT_MINUTE_FINAL_TRADE,2.689350256973219,0.0033500154589960474
2025-04-22 09:15:00+00:00,2025-04-22 09:16:00+00:00,2025-04-22 13:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7670003008071721,0.6648915810329062,-0.000108727906149797,-0.2378938143998881,0.5925925925925261,0.4166666666666667,0.0,88284.2,88306.4,88277.8,EVENT_MINUTE_FINAL_TRADE,2.4405421710956388,-0.017168417451820295
2025-04-22 10:15:00+00:00,2025-04-22 10:16:00+00:00,2025-04-22 14:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9476069441749015,0.6670627112139447,-0.00033770543276545606,-0.6592119294093518,1.0,0.5833333333333334,0.0,88508.8,88554.8,88508.8,EVENT_MINUTE_FINAL_TRADE,3.404994193970192,-0.02110298636971697
2025-04-22 11:15:00+00:00,2025-04-22 11:16:00+00:00,2025-04-22 15:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9156648720606544,0.6712493724853775,0.00038766041851512334,0.2654864285951388,0.9970930232556455,0.3333333333333333,0.0,88513.8,88513.8,88479.4,EVENT_MINUTE_FINAL_TRADE,2.779157225971695,0.03125614310988789
2025-04-22 12:30:00+00:00,2025-04-22 12:31:00+00:00,2025-04-22 16:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.6948963312452736,0.6700294864513474,-0.00046877729134631174,-0.6420109571834686,0.9976019184650889,0.75,1.0,88699.9,88748.4,88699.9,EVENT_MINUTE_FINAL_TRADE,2.7515685141258563,-0.02173395911382081
2025-04-22 20:00:00+00:00,2025-04-22 20:01:00+00:00,2025-04-23 00:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7061399673135174,0.6642439822523023,0.0006609414257074953,0.43159334362857527,0.8616262482168574,0.5,0.0,91445.2,91454.9,91356.3,EVENT_MINUTE_FINAL_TRADE,2.592151409433397,0.023773801139917783
2025-04-22 21:00:00+00:00,2025-04-22 21:01:00+00:00,2025-04-23 01:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8234840917667667,0.6656797177675091,-0.00039538845268027867,-0.05307933109723706,0.7142857142857968,0.3333333333333333,0.0,91013.7,91054.1,90999.3,EVENT_MINUTE_FINAL_TRADE,2.3516315167743373,-0.019846462675399357
2025-07-08 03:45:00+00:00,2025-07-08 03:46:00+00:00,2025-07-08 07:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.93145731686171,0.6768085192241209,-0.000369856423404924,-0.883377285553646,0.9974999999998545,0.5833333333333334,0.0,107839.8,107904.8,107839.8,EVENT_MINUTE_FINAL_TRADE,3.6428983226563716,-0.004657835047913617
2025-07-08 07:45:00+00:00,2025-07-08 07:46:00+00:00,2025-07-08 11:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8851379299331743,0.6908782165838088,-0.00013104914065908968,-0.7413839227066372,0.9930069930075979,0.3333333333333333,0.0,108342.1,108360.3,108342.1,EVENT_MINUTE_FINAL_TRADE,3.2478123926828544,-0.004499635875619967
2025-07-08 08:30:00+00:00,2025-07-08 08:31:00+00:00,2025-07-08 12:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.8571151606038139,0.6919475673074195,1.2920850561037867e-05,0.7836947425254595,0.8749999999931788,0.5833333333333334,1.0,108353.4,108353.5,108341.7,EVENT_MINUTE_FINAL_TRADE,3.2110624325940296,0.002806557062353443
2025-07-08 09:00:00+00:00,2025-07-08 09:01:00+00:00,2025-07-08 13:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7680306117492322,0.6938458940053904,1.663461422940493e-05,0.11298263750968873,0.8999999999941792,0.5833333333333334,0.0,108209.9,108210.0,108208.0,EVENT_MINUTE_FINAL_TRADE,2.2338219951193823,0.006215697454669211
2025-07-08 09:15:00+00:00,2025-07-08 09:16:00+00:00,2025-07-08 13:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8575190243452854,0.6940054241042741,-6.280008976722318e-05,-0.4680363276945707,1.0,0.4166666666666667,0.0,108273.3,108294.0,108273.3,EVENT_MINUTE_FINAL_TRADE,2.8216778467263515,-0.004567146286295953
2025-07-08 11:00:00+00:00,2025-07-08 11:01:00+00:00,2025-07-08 15:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.8877987728539305,0.6938458940053904,8.177892125327269e-05,0.06039897809728978,0.26567164179087105,0.75,1.0,108838.9,108838.9,108780.0,EVENT_MINUTE_FINAL_TRADE,2.3672794525124954,-0.004491041346430302
2025-07-08 16:30:00+00:00,2025-07-08 16:31:00+00:00,2025-07-08 20:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.6933531035059779,0.6908782165838088,0.000588501166855826,0.41216974648764504,0.9313868613139111,0.6666666666666666,0.0,108474.8,108474.9,108399.9,EVENT_MINUTE_FINAL_TRADE,2.4762893994449318,0.0030726030377563607
2025-07-08 16:45:00+00:00,2025-07-08 16:46:00+00:00,2025-07-08 20:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9429655034485093,0.6924822426692248,-0.00013296398891959882,-0.07396749763787613,0.421052631578813,0.3333333333333333,0.0,108285.6,108310.2,108276.0,EVENT_MINUTE_FINAL_TRADE,2.4805467698647874,-0.003845386644207416
2025-09-22 03:15:00+00:00,2025-09-22 03:16:00+00:00,2025-09-22 07:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7417497955659103,0.693185010768504,0.0005652787585568309,0.749824179959802,0.9984544049460391,0.4166666666666667,-1.0,114344.5,114344.5,114249.5,EVENT_MINUTE_FINAL_TRADE,2.9329057139244137,-0.014614607611210029
2025-09-22 03:45:00+00:00,2025-09-22 03:46:00+00:00,2025-09-22 07:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7645605693906281,0.6938458940053904,0.0002218445236719102,0.61160341397333,0.9960784313723208,0.5833333333333334,0.0,114520.0,114520.0,114478.7,EVENT_MINUTE_FINAL_TRADE,2.8002985852404625,-0.013989696122947981
2025-09-22 05:15:00+00:00,2025-09-22 05:16:00+00:00,2025-09-22 09:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.938486092515482,0.6960765640761366,-0.00029822290631786874,-0.6539557759189941,0.9941690962099978,0.5833333333333334,0.0,114309.9,114351.5,114309.8,EVENT_MINUTE_FINAL_TRADE,3.270155870622982,0.016707214335766052
2025-09-22 05:30:00+00:00,2025-09-22 05:31:00+00:00,2025-09-22 09:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7409098666461857,0.6974140681094243,-0.00052772846099014,-0.8770776259025435,0.9966996699672844,0.6666666666666666,0.0,114392.4,114478.6,114392.3,EVENT_MINUTE_FINAL_TRADE,3.0502099416116306,0.017772159688930422
2025-09-22 08:45:00+00:00,2025-09-22 08:46:00+00:00,2025-09-22 12:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.718572905188013,0.6948963312452736,-6.924377804706783e-05,-0.1862114189819173,0.9750000000003638,0.5833333333333334,0.0,112637.7,112659.0,112637.6,EVENT_MINUTE_FINAL_TRADE,2.2337884332248166,0.0009499483743009574
2025-09-22 10:45:00+00:00,2025-09-22 10:46:00+00:00,2025-09-22 14:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.807713961201145,0.6948963312452736,0.00031312602966870884,0.25984475479590197,0.7999999999999339,0.4166666666666667,0.0,112450.0,112458.7,112414.7,EVENT_MINUTE_FINAL_TRADE,2.5007790041194964,0.0040862605602489666
2025-09-22 13:30:00+00:00,2025-09-22 13:31:00+00:00,2025-09-22 17:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8918645751331377,0.6974140681094243,-0.00023838557138089467,-0.5834884263507434,0.5651260504199767,0.5833333333333334,0.0,112815.5,112884.2,112815.4,EVENT_MINUTE_FINAL_TRADE,3.0554761694373744,0.004029588132836381
2025-09-22 18:15:00+00:00,2025-09-22 18:16:00+00:00,2025-09-22 22:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7262316348197626,0.6979167534967793,-0.00020082640956153863,-0.6622418135467896,0.5994694960214209,0.5,0.0,112512.4,112550.1,112512.3,EVENT_MINUTE_FINAL_TRADE,2.7505773185262505,-0.0017118113203522523
2025-09-22 20:30:00+00:00,2025-09-22 20:31:00+00:00,2025-09-23 00:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9354643410115993,0.6979013176067388,0.0010351542664925883,0.21567005795146588,0.999140154772091,0.6666666666666666,-1.0,112370.0,112370.0,112236.9,EVENT_MINUTE_FINAL_TRADE,2.768231337140792,0.0029020201121296996
2025-09-22 22:00:00+00:00,2025-09-22 22:01:00+00:00,2025-09-23 02:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9094943572299711,0.6979321893868198,-0.00018341177804870323,-0.6630804486875905,0.9951923076920285,0.25,0.0,112840.1,112923.0,112840.0,EVENT_MINUTE_FINAL_TRADE,3.191106105541394,0.006005843667277966
2025-09-22 23:15:00+00:00,2025-09-22 23:16:00+00:00,2025-09-23 03:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9304629663976218,0.6980009753265102,0.0001988565746955384,0.23508274821227215,0.6549707602338036,0.6666666666666666,0.0,112666.4,112666.4,112632.2,EVENT_MINUTE_FINAL_TRADE,2.6729226272782496,-0.007884338187782558
2025-12-08 05:00:00+00:00,2025-12-08 05:01:00+00:00,2025-12-08 09:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8150004120102953,0.6979321893868198,-0.000264184863632444,-0.7621311908572421,0.4590476190477299,0.3333333333333333,0.0,91199.9,91247.8,91171.6,EVENT_MINUTE_FINAL_TRADE,3.0885535099280017,-0.006785095159095533
2025-12-08 06:30:00+00:00,2025-12-08 06:31:00+00:00,2025-12-08 10:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.724741966724997,0.6980009753265102,0.0001924921499294463,0.4859204045280041,0.4141176470586181,0.75,0.0,91449.9,91474.7,91405.6,EVENT_MINUTE_FINAL_TRADE,2.562833905491388,0.0050639749196008665
2025-12-08 08:15:00+00:00,2025-12-08 08:16:00+00:00,2025-12-08 12:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9554350362964816,0.6996086446925817,0.0005295453552867091,0.3907264942062594,0.9979423868311562,0.75,1.0,91636.5,91636.6,91550.3,EVENT_MINUTE_FINAL_TRADE,2.9715929005586244,0.0015430532593452284
2025-12-08 09:30:00+00:00,2025-12-08 09:31:00+00:00,2025-12-08 13:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9189194503062637,0.6990905382537744,-0.0002535336938662702,-0.4220210715155013,0.4864300626306,0.4166666666666667,1.0,91877.7,91929.7,91858.1,EVENT_MINUTE_FINAL_TRADE,2.902501110862286,0.0027188316642667854
2025-12-08 09:45:00+00:00,2025-12-08 09:46:00+00:00,2025-12-08 13:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8347410426010331,0.7003819098361934,-0.0004742548162425253,-0.36449109099254084,0.8650793650792917,0.5,1.0,91890.1,91949.4,91890.1,EVENT_MINUTE_FINAL_TRADE,2.6827743483087234,0.0024616362372008593
2025-12-08 10:15:00+00:00,2025-12-08 10:16:00+00:00,2025-12-08 14:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7658734867704906,0.7013904783708633,-0.0003262259571469306,-0.37435319551573276,0.9966777408635946,0.5,0.0,91930.8,91979.7,91930.7,EVENT_MINUTE_FINAL_TRADE,2.5363274641740263,0.005039660266200285
2025-12-08 10:30:00+00:00,2025-12-08 10:31:00+00:00,2025-12-08 14:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8566853026596182,0.7031248085521031,-0.000654538495996615,-0.12546494214548998,0.996688741721662,0.5833333333333334,0.0,91913.0,92000.1,91912.9,EVENT_MINUTE_FINAL_TRADE,2.4510121291981406,0.007262302394655862
2025-12-08 11:30:00+00:00,2025-12-08 11:31:00+00:00,2025-12-08 15:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8173435914849493,0.7062270973055231,-0.0006023971928724725,-0.644375330562558,0.9892857142856103,0.5833333333333334,0.0,91910.5,91988.8,91910.5,EVENT_MINUTE_FINAL_TRADE,2.972816098758095,0.02246642113795483
2025-12-08 11:45:00+00:00,2025-12-08 11:46:00+00:00,2025-12-08 15:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7805953020810896,0.7062270973055231,0.00047010276968872944,0.6854981488175189,0.9976905311776948,0.4166666666666667,0.0,91938.0,91938.1,91880.3,EVENT_MINUTE_FINAL_TRADE,2.914947674968213,-0.024241336552894288
2025-12-08 16:45:00+00:00,2025-12-08 16:46:00+00:00,2025-12-08 20:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9034958116872792,0.7065099776980125,-0.0006474974887297202,-0.4181910807777608,0.9358974358974299,0.75,-1.0,90135.0,90232.6,90131.1,EVENT_MINUTE_FINAL_TRADE,2.8964075113772667,-0.004575359183446981
2025-12-08 23:15:00+00:00,2025-12-08 23:16:00+00:00,2025-12-09 03:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.8217023479477656,0.7013904783708633,0.0003150220350203181,0.43021515849100767,0.6589861751148737,0.75,0.0,90815.9,90830.6,90760.0,EVENT_MINUTE_FINAL_TRADE,2.7124506611146346,-0.00913166086555317
2026-03-22 03:45:00+00:00,2026-03-22 03:46:00+00:00,2026-03-22 07:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7154023384745636,0.7040765511897111,-0.00019911063914523908,-0.121312170876262,0.37602179836508265,0.6666666666666666,0.0,69294.4,69330.1,69280.9,EVENT_MINUTE_FINAL_TRADE,2.1595809710055924,0.005690214505068014
2026-03-22 06:00:00+00:00,2026-03-22 06:01:00+00:00,2026-03-22 10:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9828782340718957,0.7013904783708633,-0.00021706382110464606,-0.5707858438585485,0.4385964912281075,0.6666666666666666,0.0,69089.1,69116.4,69070.0,EVENT_MINUTE_FINAL_TRADE,3.2316042134892307,0.005083290996698686
2026-03-22 13:00:00+00:00,2026-03-22 13:01:00+00:00,2026-03-22 17:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7947102241515049,0.7013904783708633,0.0004326941988381794,0.35535077404966153,0.7877984084880473,0.5,-1.0,68669.4,68676.7,68614.4,EVENT_MINUTE_FINAL_TRADE,2.584706097529866,0.0009290892304287812
2026-03-22 13:30:00+00:00,2026-03-22 13:31:00+00:00,2026-03-22 17:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7720825174106178,0.7013904783708633,0.00043473203640687075,0.33728798336950483,0.9966666666664726,0.5,0.0,68807.9,68807.9,68764.2,EVENT_MINUTE_FINAL_TRADE,2.519925927260759,-0.0006002217768598106
2026-03-22 20:15:00+00:00,2026-03-22 20:16:00+00:00,2026-03-23 00:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.8579126315891326,0.702437003177501,0.000351383205346778,0.46707285613206473,1.0,0.5,-1.0,68325.5,68325.5,68299.6,EVENT_MINUTE_FINAL_TRADE,2.8347067964059267,-0.007200825460479621
2026-03-22 20:45:00+00:00,2026-03-22 20:46:00+00:00,2026-03-23 00:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8427681161096243,0.7040765511897111,-0.0006280184043063741,-0.5896136458673154,1.0,0.5,-1.0,68267.2,68330.5,68267.2,EVENT_MINUTE_FINAL_TRADE,2.977914310687592,0.00857952281622798
2026-06-08 20:00:00+00:00,2026-06-08 20:01:00+00:00,2026-06-09 00:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.8634228914352089,0.6931009643997671,0.00036924591778131344,0.07407672678975019,0.42700729927007686,0.75,0.0,63395.8,63406.0,63347.9,EVENT_MINUTE_FINAL_TRADE,2.3840176541911795,-0.005378905227160113
2026-06-08 21:15:00+00:00,2026-06-08 21:16:00+00:00,2026-06-09 01:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8617481688149985,0.6938990707050183,-0.0002197681446074462,-0.12693410032808605,0.2788844621513702,0.25,0.0,63689.5,63717.8,63667.6,EVENT_MINUTE_FINAL_TRADE,2.4268240422125116,0.016409298235972924
2026-07-03 03:00:00+00:00,2026-07-03 03:01:00+00:00,2026-07-03 07:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8801285914372927,0.700485466296572,-0.0006417690673825582,-0.4210796342726383,0.8242677824267585,0.5833333333333334,-1.0,61353.4,61411.9,61345.1,EVENT_MINUTE_FINAL_TRADE,2.8661582720254373,-0.0054715794071722446
2026-07-03 04:15:00+00:00,2026-07-03 04:16:00+00:00,2026-07-03 08:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9563754291626443,0.7040765511897111,-0.0005668786488740585,-0.07145727692402792,0.7087576374746221,0.6666666666666666,0.0,61354.0,61407.1,61350.1,EVENT_MINUTE_FINAL_TRADE,2.532404810719151,-0.006108811161456451
2026-07-03 12:45:00+00:00,2026-07-03 12:46:00+00:00,2026-07-03 16:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7296307230474235,0.7119224263059942,0.00014051272609227894,0.036211995932196706,0.7435897435898393,0.75,1.0,61924.8,61927.8,61899.8,EVENT_MINUTE_FINAL_TRADE,2.07638742607423,0.0012159910084488246
2026-07-03 15:00:00+00:00,2026-07-03 15:01:00+00:00,2026-07-03 19:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7340009796099598,0.7153659570711772,0.00029442570095028486,0.3017704273864441,0.48157894736830614,0.6666666666666666,1.0,62173.2,62173.2,62135.2,EVENT_MINUTE_FINAL_TRADE,2.3658906110396467,0.00017853351604890655
2026-07-03 16:00:00+00:00,2026-07-03 16:01:00+00:00,2026-07-03 20:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9492215424128323,0.7153659570711772,0.00019543774015828852,0.046197584526114666,0.26361655773416476,0.5833333333333334,0.0,61924.4,61934.9,61889.0,EVENT_MINUTE_FINAL_TRADE,2.41413586454419,0.004161525989755166
2026-07-03 18:15:00+00:00,2026-07-03 18:16:00+00:00,2026-07-03 22:16:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9108422351129113,0.7119224263059942,0.00028965823546633906,0.5887580285780638,0.7142857142855905,0.6666666666666666,0.0,62160.2,62167.3,62133.6,EVENT_MINUTE_FINAL_TRADE,3.0697356268299396,0.007147660400063094
